txn_id,customer_id,amount,txn_date,txn_type
57547,10319,6.55,2025-03-05,debit
57548,10441,124.18,2024-09-25,debit
57549,10092,75.22,2026-02-15,debit
57550,10179,218.77,2024-07-28,debit
57551,10056,366.05,2025-01-04,debit
57552,10155,89.38,2025-04-01,debit
57553,10160,111.34,2024-06-04,debit
57554,10111,802.57,2025-10-29,debit
57555,10137,306.42,2024-11-27,debit
57556,10232,455.0,2025-09-05,debit
57557,10480,115.52,2025-07-11,debit
57558,10468,53.33,2025-01-08,credit
57559,10220,106.16,2025-10-29,debit
57560,10481,251.82,2024-07-14,debit
57561,10068,23.18,2024-06-21,debit
57562,10302,63.07,2025-03-24,debit
57563,10249,9.55,2025-08-02,debit
57564,10482,113.25,2024-03-27,debit
57565,10496,351.41,2025-07-09,debit
57566,10323,4.99,2025-07-21,debit
57567,10410,224.99,2025-01-21,credit
57568,10392,539.11,2024-04-27,debit
57569,10006,54.08,2025-01-23,debit
57570,10464,236.6,2025-09-12,credit
57571,10280,738.59,2024-06-11,debit
57572,10432,655.5,2025-10-30,credit
57573,10487,53.56,2026-01-11,debit
57574,10094,21.15,2025-03-21,debit
57575,10429,32.1,2025-10-10,debit
57576,10269,242.16,2025-08-21,credit
57577,10197,258.75,2025-11-26,debit
57578,10025,224.32,2026-02-27,credit
57579,10148,81.92,2024-06-08,debit
57580,10118,37.21,2024-07-27,debit
57581,10338,173.86,2025-01-22,credit
57582,10367,132.21,2025-09-25,debit
57583,10338,261.0,2025-12-15,credit
57584,10066,116.45,2024-05-16,debit
57585,10458,82.69,2024-03-24,credit
57586,10301,69.48,2026-02-10,debit
57587,10370,47.52,2025-08-18,debit
57588,10175,61.78,2024-09-23,credit
57589,10319,19.93,2025-03-30,debit
57590,10076,85.19,2025-06-11,debit
57591,10495,7.45,2025-12-16,debit
57592,10461,41.26,2025-01-30,debit
57593,10114,274.69,2025-02-21,credit
57594,10111,78.75,2024-04-17,debit
57595,10249,220.67,2025-12-13,debit
57596,10439,252.38,2025-02-18,debit
57597,10203,174.07,2024-04-24,credit
57598,10147,637.37,2025-05-31,debit
57599,10035,4.33,2024-12-13,debit
57600,10487,268.38,2025-01-24,debit
57601,10309,637.8,2025-07-25,debit
57602,10026,396.49,2025-09-30,credit
57603,10238,36.76,2024-04-05,debit
57604,10014,79.15,2024-09-30,debit
57605,10374,37.86,2024-10-19,debit
57606,10045,183.91,2025-01-17,credit
57607,10428,249.09,2025-02-08,debit
57608,10216,76.27,2024-10-22,debit
57609,10233,155.09,2024-04-14,debit
57610,10193,234.83,2024-06-08,credit
57611,10051,109.41,2025-09-05,debit
57612,10427,384.85,2025-04-11,debit
57613,10375,295.29,2025-01-02,debit
57614,10214,13.37,2024-07-25,debit
57615,10151,194.11,2025-04-14,credit
57616,10440,53.66,2024-06-19,debit
57617,10275,163.07,2024-07-02,credit
57618,10338,628.79,2025-03-14,debit
57619,10076,422.5,2025-12-31,debit
57620,10439,103.68,2024-11-26,debit
57621,10220,68.92,2025-02-16,credit
57622,10348,53.42,2025-06-13,debit
57623,10444,152.08,2026-01-19,credit
57624,10187,24.26,2026-01-08,debit
57625,10289,159.38,2026-01-29,debit
57626,10403,0.27,2025-11-08,credit
57627,10028,78.27,2025-05-08,credit
57628,10379,49.68,2024-04-17,debit
57629,10180,709.61,2024-11-12,debit
57630,10253,259.83,2024-04-15,debit
57631,10126,86.05,2025-06-07,debit
57632,10177,19.49,2025-08-30,debit
57633,10037,145.47,2025-11-02,debit
57634,10410,48.02,2024-05-31,debit
57635,10099,153.76,2025-03-28,debit
57636,10098,360.8,2025-08-31,credit
57637,10127,191.31,2024-11-20,debit
57638,10483,200.91,2025-06-27,debit
57639,10168,155.75,2024-10-25,credit
57640,10080,524.19,2025-01-05,debit
57641,10294,537.36,2024-07-31,debit
57642,10333,143.78,2025-09-15,debit
57643,10126,72.99,2025-08-28,debit
57644,10343,123.08,2025-09-12,credit
57645,10310,41.3,2024-05-15,debit
57646,10150,202.31,2026-01-14,debit
57647,10016,138.67,2026-02-22,debit
57648,10028,21.81,2025-10-20,credit
57649,10496,44.04,2025-05-10,debit
57650,10419,130.64,2026-03-16,debit
57651,10444,437.12,2025-06-11,debit
57652,10173,167.12,2025-04-17,debit
57653,10046,228.85,2025-10-20,debit
57654,10328,82.81,2025-08-08,debit
57655,10236,169.45,2024-04-23,debit
57656,10439,118.62,2025-05-12,debit
57657,10214,215.25,2024-08-23,debit
57658,10085,10.38,2026-01-31,debit
57659,10282,135.97,2024-10-05,credit
57660,10232,70.19,2025-08-04,debit
57661,10085,78.96,2024-08-01,debit
57662,10409,648.42,2025-03-20,debit
57663,10489,40.35,2024-04-21,debit
57664,10065,74.57,2025-01-04,debit
57665,10134,142.63,2024-07-29,credit
57666,10151,397.59,2024-10-13,debit
57667,10115,107.8,2024-03-22,credit
57668,10064,272.41,2024-08-17,credit
57669,10343,388.11,2025-10-11,debit
57670,10427,74.22,2025-07-12,credit
57671,10363,99.76,2024-10-05,debit
57672,10407,88.18,2025-02-20,debit
57673,10352,357.78,2025-10-17,debit
57674,10158,9.07,2025-06-26,debit
57675,10077,73.76,2024-05-29,credit
57676,10491,227.52,2024-08-30,credit
57677,10146,166.69,2025-08-19,credit
57678,10343,114.64,2024-08-27,debit
57679,10463,155.28,2025-06-08,debit
57680,10225,44.03,2025-09-02,debit
57681,10405,112.68,2025-06-07,debit
57682,10313,139.31,2025-02-18,debit
57683,10103,462.91,2025-01-20,debit
57684,10407,60.45,2025-05-28,debit
57685,10347,404.73,2025-04-18,debit
57686,10301,206.7,2025-03-01,debit
57687,10428,4.11,2025-04-30,debit
57688,10466,257.93,2024-11-24,credit
57689,10088,7.24,2024-11-07,debit
57690,10371,1189.0,2025-11-10,debit
57691,10303,412.14,2024-07-07,credit
57692,10168,70.58,2025-12-03,credit
57693,10435,59.52,2025-03-18,credit
57694,10170,96.07,2025-04-12,debit
57695,10135,88.06,2024-07-21,debit
57696,10050,93.15,2024-12-29,credit
57697,10432,76.63,2025-01-07,credit
57698,10340,194.11,2025-07-14,debit
57699,10347,35.89,2025-05-10,debit
57700,10134,374.14,2024-05-15,debit
57701,10347,334.69,2025-03-09,debit
57702,10137,129.44,2026-03-08,debit
57703,10245,383.1,2024-05-18,debit
57704,10109,56.78,2025-09-16,credit
57705,10313,3.54,2025-04-10,debit
57706,10287,193.1,2024-10-27,credit
57707,10021,122.46,2025-09-18,debit
57708,10090,167.48,2025-02-12,debit
57709,10296,459.2,2025-02-23,debit
57710,10112,700.82,2024-07-10,credit
57711,10301,201.27,2025-05-20,debit
57712,10077,288.83,2025-06-18,debit
57713,10177,17.51,2025-05-05,credit
57714,10343,35.04,2025-01-16,debit
57715,10148,264.25,2025-09-29,credit
57716,10101,112.9,2025-09-19,credit
57717,10246,118.11,2024-10-12,credit
57718,10117,73.81,2025-09-13,debit
57719,10092,186.97,2026-03-12,debit
57720,10401,40.95,2024-12-18,credit
57721,10028,197.19,2025-04-15,debit
57722,10425,38.18,2024-12-20,debit
57723,10450,13.19,2026-02-10,credit
57724,10025,80.2,2024-06-17,debit
57725,10058,52.57,2025-01-02,credit
57726,10498,439.63,2024-08-20,credit
57727,10297,11.3,2024-06-07,credit
57728,10134,38.87,2024-10-16,debit
57729,10331,159.13,2025-12-11,debit
57730,10249,131.2,2025-09-30,debit
57731,10038,9.39,2026-03-08,debit
57732,10390,1.46,2026-03-04,debit
57733,10429,885.71,2025-04-25,debit
57734,10075,215.08,2024-12-01,debit
57735,10142,90.95,2024-08-25,debit
57736,10322,127.14,2026-01-06,credit
57737,10168,62.0,2024-10-08,debit
57738,10259,84.59,2025-10-03,debit
57739,10373,209.42,2025-06-22,debit
57740,10355,428.79,2025-07-17,credit
57741,10225,40.7,2025-08-03,debit
57742,10152,366.97,2025-06-24,debit
57743,10019,25.92,2025-06-27,debit
57744,10146,48.41,2025-03-21,debit
57745,10448,7.58,2025-04-12,credit
57746,10241,30.35,2024-08-30,credit
57747,10372,498.51,2025-01-08,debit
57748,10381,123.03,2025-09-23,credit
57749,10344,16.17,2024-10-14,credit
57750,10237,642.41,2026-01-23,credit
57751,10035,422.38,2024-07-11,debit
57752,10190,281.04,2025-12-17,debit
57753,10001,542.03,2025-01-05,debit
57754,10484,49.73,2024-03-21,debit
57755,10153,362.03,2025-11-15,debit
57756,10429,234.23,2025-09-27,credit
57757,10433,407.67,2025-07-11,credit
57758,10126,318.82,2025-07-31,credit
57759,10491,85.08,2024-05-29,debit
57760,10482,297.8,2025-05-17,debit
57761,10345,60.89,2025-01-18,debit
57762,10400,79.68,2025-01-18,debit
57763,10226,22.84,2024-08-04,credit
57764,10221,546.91,2024-04-09,debit
57765,10403,68.78,2024-08-29,credit
57766,10407,147.05,2025-06-07,debit
57767,10211,99.3,2025-03-21,debit
57768,10025,643.42,2024-05-16,debit
57769,10016,81.61,2025-05-10,debit
57770,10182,301.51,2025-01-11,debit
57771,10499,386.78,2024-04-04,debit
57772,10329,114.4,2025-06-07,debit
57773,10129,95.02,2024-07-18,credit
57774,10042,275.46,2025-06-19,credit
57775,10403,488.13,2025-08-01,credit
57776,10481,281.24,2026-02-12,credit
57777,10418,51.53,2024-04-04,credit
57778,10336,438.4,2025-06-01,debit
57779,10236,98.07,2025-10-17,debit
57780,10360,171.71,2024-12-28,debit
57781,10439,356.09,2025-03-27,credit
57782,10402,41.75,2024-08-07,debit
57783,10034,306.97,2026-01-15,debit
57784,10345,181.35,2025-02-16,credit
57785,10381,447.62,2025-08-29,debit
57786,10045,37.74,2024-09-09,credit
57787,10134,109.18,2025-02-27,credit
57788,10021,357.76,2025-08-22,debit
57789,10122,3.88,2024-08-12,debit
57790,10070,23.8,2024-06-23,credit
57791,10352,932.67,2024-05-05,debit
57792,10361,65.81,2024-04-10,credit
57793,10048,742.17,2025-05-15,credit
57794,10491,40.31,2025-02-17,debit
57795,10039,89.6,2025-07-31,debit
57796,10287,279.57,2025-02-06,debit
57797,10490,214.46,2024-09-11,debit
57798,10010,174.04,2024-07-26,debit
57799,10030,150.96,2025-02-19,credit
57800,10244,370.86,2025-06-30,debit
57801,10274,53.56,2025-10-27,credit
57802,10444,116.85,2025-11-21,debit
57803,10088,33.79,2025-12-16,debit
57804,10244,181.24,2026-01-12,debit
57805,10381,57.68,2024-09-13,credit
57806,10329,81.25,2025-08-28,debit
57807,10479,127.45,2024-05-09,debit
57808,10015,5.43,2025-09-17,credit
57809,10004,19.29,2025-07-30,debit
57810,10191,231.63,2025-01-10,debit
57811,10168,112.06,2025-04-02,debit
57812,10009,400.19,2025-02-25,credit
57813,10109,237.27,2024-12-25,debit
57814,10137,1.63,2025-10-12,debit
57815,10154,191.79,2026-02-16,debit
57816,10388,19.68,2025-12-24,credit
57817,10209,303.68,2025-04-15,debit
57818,10272,953.72,2025-08-24,debit
57819,10143,151.52,2025-06-05,debit
57820,10099,229.63,2026-03-12,debit
57821,10377,54.18,2025-08-23,credit
57822,10308,115.11,2025-02-02,debit
57823,10069,387.72,2025-11-14,credit
57824,10247,36.65,2024-05-01,credit
57825,10261,61.72,2025-11-02,credit
57826,10276,117.91,2025-11-14,debit
57827,10079,249.13,2025-08-31,credit
57828,10146,94.28,2024-04-17,debit
57829,10111,525.48,2025-01-04,credit
57830,10258,19.84,2026-01-25,debit
57831,10093,92.66,2025-06-21,credit
57832,10013,246.85,2025-02-03,debit
57833,10260,51.23,2025-10-15,credit
57834,10426,213.66,2024-06-02,credit
57835,10109,35.88,2025-11-28,credit
57836,10330,11.52,2025-09-24,credit
57837,10189,25.8,2025-05-16,debit
57838,10095,531.81,2025-10-18,debit
57839,10105,160.48,2025-08-28,credit
57840,10008,318.27,2024-12-11,debit
57841,10067,80.89,2025-07-11,debit
57842,10496,179.62,2024-06-30,debit
57843,10191,136.62,2024-09-12,debit
57844,10366,582.79,2025-03-06,debit
57845,10256,275.33,2024-09-28,debit
57846,10009,262.27,2024-11-15,debit
57847,10478,9.49,2025-08-08,debit
57848,10117,159.55,2025-02-16,debit
57849,10267,125.84,2025-08-19,debit
57850,10099,525.78,2025-09-20,debit
57851,10485,59.5,2025-09-23,debit
57852,10298,62.9,2024-11-24,credit
57853,10397,105.98,2025-08-04,debit
57854,10164,55.78,2024-11-15,credit
57855,10376,27.66,2025-02-11,credit
57856,10141,389.56,2024-09-23,debit
57857,10268,163.41,2024-10-06,debit
57858,10037,395.18,2024-04-14,debit
57859,10074,355.73,2024-06-29,debit
57860,10073,66.27,2025-04-04,debit
57861,10308,158.7,2024-04-06,debit
57862,10199,17.38,2025-12-22,debit
57863,10130,493.61,2025-05-04,debit
57864,10246,103.59,2025-08-22,credit
57865,10312,100.07,2024-10-29,debit
57866,10060,72.12,2025-08-24,credit
57867,10279,123.48,2025-05-07,debit
57868,10103,58.01,2024-10-27,debit
57869,10296,93.95,2025-08-22,debit
57870,10320,321.83,2025-07-24,credit
57871,10487,359.46,2024-07-09,debit
57872,10341,72.53,2025-10-28,debit
57873,10151,126.6,2024-06-20,credit
57874,10157,414.01,2025-06-06,debit
57875,10206,10.82,2025-12-07,debit
57876,10474,439.91,2024-09-23,credit
57877,10179,49.48,2024-09-01,credit
57878,10197,226.98,2025-12-01,debit
57879,10223,174.72,2025-05-19,debit
57880,10089,161.01,2024-07-05,credit
57881,10287,392.31,2024-03-27,credit
57882,10434,21.42,2024-12-10,debit
57883,10276,85.24,2025-03-25,credit
57884,10236,154.55,2025-12-15,debit
57885,10183,333.51,2025-03-31,debit
57886,10209,48.78,2025-03-02,debit
57887,10493,324.84,2026-01-05,debit
57888,10130,102.04,2026-02-27,debit
57889,10153,41.88,2025-07-02,debit
57890,10013,284.58,2025-05-22,debit
57891,10122,19.06,2025-03-20,debit
57892,10359,144.63,2025-04-05,debit
57893,10220,13.2,2024-12-20,credit
57894,10106,88.14,2026-01-24,credit
57895,10375,183.8,2025-07-05,debit
57896,10070,162.44,2025-12-15,credit
57897,10195,103.72,2025-03-06,debit
57898,10186,112.09,2025-03-07,debit
57899,10099,51.44,2024-12-21,credit
57900,10082,121.72,2025-07-20,debit
57901,10075,612.61,2024-05-05,debit
57902,10374,380.03,2024-08-30,debit
57903,10340,31.39,2024-08-16,debit
57904,10192,6.05,2024-07-06,debit
57905,10325,542.18,2025-06-06,credit
57906,10467,149.63,2025-09-02,debit
57907,10214,154.37,2024-06-14,credit
57908,10315,303.48,2024-08-09,credit
57909,10444,75.58,2025-03-18,debit
57910,10467,131.52,2025-05-09,debit
57911,10382,692.59,2025-06-28,debit
57912,10367,223.04,2024-03-27,debit
57913,10318,33.39,2025-09-15,debit
57914,10144,28.6,2025-11-07,credit
57915,10384,45.7,2025-10-15,credit
57916,10216,291.1,2026-01-04,debit
57917,10361,70.02,2025-09-11,debit
57918,10324,4.32,2024-12-09,debit
57919,10015,577.1,2024-04-12,debit
57920,10217,37.2,2025-06-19,credit
57921,10492,1.92,2026-02-12,credit
57922,10439,54.13,2025-03-24,debit
57923,10035,53.58,2024-10-03,debit
57924,10183,109.64,2026-02-19,debit
57925,10270,506.12,2025-11-27,debit
57926,10433,422.7,2025-04-16,debit
57927,10467,122.09,2024-05-16,debit
57928,10358,105.83,2025-10-23,debit
57929,10100,161.94,2025-02-08,debit
57930,10007,55.8,2025-04-05,debit
57931,10030,10.72,2024-09-13,debit
57932,10467,560.11,2025-10-22,debit
57933,10305,41.33,2024-07-30,debit
57934,10473,44.23,2026-02-01,debit
57935,10144,127.91,2025-12-05,debit
57936,10111,135.3,2024-09-01,credit
57937,10232,3.72,2025-08-25,debit
57938,10179,32.02,2024-07-26,debit
57939,10072,95.01,2026-03-04,credit
57940,10210,230.23,2024-09-29,debit
57941,10220,51.86,2024-10-07,credit
57942,10080,109.99,2025-09-13,debit
57943,10500,162.99,2025-09-06,debit
57944,10083,438.91,2026-01-18,debit
57945,10042,78.93,2026-01-10,debit
57946,10273,28.67,2024-06-23,debit
57947,10191,134.38,2024-10-26,debit
57948,10173,274.65,2024-08-17,credit
57949,10461,23.28,2024-09-13,debit
57950,10007,110.57,2025-09-26,debit
57951,10155,3.59,2025-03-02,debit
57952,10010,6.83,2024-05-29,credit
57953,10034,131.92,2025-12-23,credit
57954,10036,70.82,2024-04-25,credit
57955,10409,373.0,2025-10-17,debit
57956,10006,184.34,2024-05-11,debit
57957,10408,121.0,2025-03-03,debit
57958,10402,104.83,2025-02-05,debit
57959,10215,137.53,2025-03-01,credit
57960,10134,8.26,2024-05-31,credit
57961,10285,446.6,2025-05-23,debit
57962,10126,1275.8,2025-05-30,debit
57963,10409,40.05,2024-10-24,debit
57964,10439,25.65,2024-03-26,debit
57965,10337,31.0,2025-01-27,debit
57966,10174,216.37,2026-01-09,debit
57967,10152,216.61,2025-08-27,credit
57968,10331,376.68,2025-02-05,debit
57969,10026,278.73,2025-07-01,credit
57970,10383,119.45,2025-05-23,debit
57971,10115,189.79,2025-06-26,debit
57972,10382,233.13,2025-09-22,debit
57973,10482,143.79,2026-03-14,debit
57974,10284,129.12,2024-09-19,debit
57975,10387,207.18,2025-01-10,debit
57976,10075,163.05,2024-10-02,debit
57977,10166,206.53,2025-06-23,credit
57978,10189,189.79,2024-11-14,debit
57979,10078,254.02,2025-03-07,credit
57980,10435,205.89,2024-10-12,debit
57981,10090,146.69,2025-07-03,debit
57982,10176,229.01,2024-09-28,debit
57983,10021,119.38,2025-04-12,credit
57984,10054,55.33,2024-11-23,debit
57985,10184,0.28,2025-07-27,debit
57986,10359,164.18,2025-03-21,debit
57987,10222,178.64,2025-06-19,debit
57988,10315,715.46,2024-06-08,credit
57989,10328,89.72,2025-09-23,debit
57990,10179,100.22,2024-07-30,debit
57991,10276,45.08,2024-03-23,credit
57992,10112,14.63,2026-01-01,debit
57993,10224,296.39,2025-03-26,debit
57994,10214,57.45,2025-03-16,debit
57995,10059,187.76,2024-07-27,credit
57996,10327,232.8,2025-09-25,credit
57997,10393,127.44,2025-07-23,debit
57998,10109,418.06,2024-05-27,credit
57999,10385,117.32,2025-12-09,debit
58000,10157,67.07,2024-11-24,debit
58001,10191,452.7,2025-08-03,debit
58002,10200,395.47,2025-11-10,debit
58003,10312,35.83,2024-08-07,debit
58004,10196,5.26,2024-06-06,credit
58005,10035,18.86,2024-09-04,debit
58006,10379,67.53,2024-10-29,credit
58007,10387,716.97,2024-10-28,debit
58008,10246,163.52,2025-09-30,debit
58009,10237,93.45,2025-02-26,debit
58010,10104,439.13,2025-08-01,debit
58011,10007,120.71,2026-01-26,credit
58012,10283,75.74,2024-08-19,debit
58013,10001,566.79,2025-07-23,credit
58014,10219,378.78,2024-11-10,credit
58015,10464,371.16,2024-08-06,debit
58016,10230,143.6,2025-01-02,debit
58017,10455,311.6,2024-07-22,debit
58018,10172,39.53,2024-07-12,debit
58019,10087,170.3,2025-07-16,debit
58020,10041,825.12,2024-11-12,debit
58021,10123,68.77,2025-03-31,debit
58022,10331,316.32,2025-02-28,credit
58023,10298,134.86,2025-05-28,debit
58024,10373,8.12,2025-01-17,debit
58025,10417,287.96,2025-09-01,debit
58026,10178,36.92,2024-09-02,credit
58027,10063,199.65,2024-09-27,debit
58028,10484,17.91,2026-01-30,debit
58029,10165,586.99,2025-11-18,credit
58030,10489,68.98,2024-12-15,credit
58031,10187,51.36,2024-10-28,credit
58032,10383,27.65,2025-09-01,debit
58033,10209,583.76,2025-11-15,credit
58034,10227,248.89,2024-11-04,debit
58035,10432,270.7,2024-10-30,credit
58036,10389,138.39,2025-05-04,debit
58037,10048,128.77,2025-09-27,credit
58038,10224,23.31,2024-03-23,credit
58039,10003,164.12,2026-02-04,debit
58040,10372,56.72,2024-04-28,credit
58041,10175,755.72,2025-01-11,debit
58042,10446,318.5,2025-07-04,debit
58043,10099,106.54,2024-06-29,debit
58044,10116,32.82,2025-02-15,credit
58045,10270,307.73,2024-10-05,debit
58046,10447,26.03,2025-11-07,debit
58047,10368,41.98,2024-08-13,debit
58048,10253,47.53,2025-07-15,credit
58049,10317,162.79,2024-09-22,credit
58050,10415,309.35,2025-11-17,debit
58051,10095,75.47,2024-04-05,debit
58052,10273,17.69,2025-01-25,debit
58053,10380,124.93,2024-12-23,debit
58054,10024,275.75,2025-04-30,debit
58055,10116,50.12,2025-09-10,debit
58056,10151,49.67,2025-10-22,credit
58057,10338,588.35,2025-06-13,debit
58058,10050,616.49,2025-02-03,debit
58059,10206,930.57,2024-10-05,debit
58060,10498,329.7,2024-05-12,debit
58061,10335,41.7,2024-07-14,debit
58062,10079,47.65,2025-08-29,debit
58063,10070,83.17,2026-02-05,credit
58064,10027,76.58,2025-05-26,debit
58065,10271,627.13,2026-02-12,debit
58066,10050,311.25,2026-02-09,credit
58067,10292,257.48,2025-10-11,credit
58068,10247,41.15,2024-12-29,credit
58069,10264,480.54,2026-02-18,credit
58070,10079,351.9,2025-08-17,credit
58071,10387,35.74,2024-09-17,debit
58072,10190,409.85,2026-03-10,credit
58073,10047,63.56,2025-05-21,debit
58074,10461,16.87,2024-05-01,debit
58075,10361,213.9,2024-04-29,debit
58076,10354,212.15,2024-11-24,debit
58077,10472,19.95,2025-04-16,debit
58078,10488,76.8,2025-02-02,debit
58079,10352,987.14,2024-10-12,debit
58080,10189,226.91,2025-02-26,credit
58081,10416,261.92,2025-12-22,credit
58082,10256,47.88,2024-05-12,debit
58083,10222,16.41,2026-03-03,credit
58084,10372,64.84,2025-09-05,debit
58085,10241,57.24,2025-11-11,credit
58086,10269,53.46,2025-12-17,debit
58087,10001,42.83,2025-05-24,debit
58088,10034,171.02,2025-05-12,debit
58089,10446,79.53,2025-05-03,debit
58090,10079,343.34,2025-02-02,debit
58091,10236,40.66,2024-11-13,debit
58092,10334,124.96,2025-04-22,debit
58093,10377,2.75,2025-07-14,debit
58094,10349,131.43,2025-04-29,debit
58095,10098,11.49,2025-11-06,credit
58096,10082,760.84,2025-08-05,debit
58097,10455,312.69,2024-06-29,debit
58098,10477,134.71,2025-10-02,debit
58099,10415,18.11,2025-12-15,credit
58100,10192,179.52,2025-08-12,debit
58101,10253,284.4,2025-09-10,credit
58102,10409,42.32,2026-02-16,debit
58103,10038,167.96,2024-12-08,debit
58104,10014,336.63,2025-10-04,debit
58105,10392,292.42,2025-09-16,debit
58106,10347,324.9,2024-08-23,debit
58107,10310,422.93,2024-11-08,debit
58108,10386,555.1,2024-09-01,debit
58109,10209,104.01,2024-12-08,credit
58110,10357,168.22,2024-08-11,debit
58111,10462,312.76,2026-02-27,debit
58112,10089,238.9,2024-09-24,debit
58113,10056,1081.64,2025-06-03,debit
58114,10094,2.75,2026-01-29,debit
58115,10093,87.74,2024-06-29,credit
58116,10340,65.99,2025-07-01,credit
58117,10085,60.85,2025-01-25,debit
58118,10445,50.34,2025-10-29,credit
58119,10245,246.97,2025-10-23,debit
58120,10022,17.71,2025-11-16,debit
58121,10291,270.66,2024-05-02,debit
58122,10485,236.46,2026-03-12,debit
58123,10272,57.75,2024-12-17,debit
58124,10306,58.29,2025-05-06,debit
58125,10122,198.24,2026-03-16,debit
58126,10128,287.24,2026-02-18,credit
58127,10113,418.28,2025-12-17,debit
58128,10427,382.3,2024-11-13,credit
58129,10273,669.81,2025-04-16,debit
58130,10336,174.16,2024-10-11,debit
58131,10442,478.62,2024-11-17,credit
58132,10130,330.59,2024-05-07,debit
58133,10132,450.13,2024-05-13,debit
58134,10085,2.34,2024-05-25,debit
58135,10423,675.71,2025-05-01,debit
58136,10482,128.31,2024-06-09,debit
58137,10350,320.08,2024-07-12,debit
58138,10390,27.21,2025-03-29,credit
58139,10081,100.82,2025-12-01,debit
58140,10487,63.34,2025-05-12,debit
58141,10473,68.97,2025-02-24,debit
58142,10325,26.31,2025-07-07,debit
58143,10069,327.74,2024-08-05,debit
58144,10148,1.86,2024-05-11,debit
58145,10448,74.94,2025-07-31,debit
58146,10016,38.33,2025-11-06,credit
58147,10307,177.85,2025-02-22,debit
58148,10105,58.67,2025-12-29,credit
58149,10165,59.95,2026-03-15,debit
58150,10488,134.02,2024-07-08,debit
58151,10201,211.51,2024-11-15,debit
58152,10197,25.86,2024-07-29,credit
58153,10426,38.6,2025-05-13,debit
58154,10185,56.78,2025-02-13,credit
58155,10322,728.0,2025-10-10,credit
58156,10265,101.22,2025-09-10,credit
58157,10363,182.75,2026-02-10,debit
58158,10100,55.29,2025-12-29,credit
58159,10342,134.85,2025-01-06,credit
58160,10320,15.4,2024-10-19,debit
58161,10214,7.07,2025-06-17,credit
58162,10278,126.5,2024-12-29,credit
58163,10162,101.72,2024-03-25,debit
58164,10439,29.44,2024-11-09,debit
58165,10157,232.7,2024-07-07,debit
58166,10422,989.63,2025-12-04,debit
58167,10251,100.72,2025-05-20,debit
58168,10366,195.93,2025-10-01,debit
58169,10097,659.24,2025-04-12,debit
58170,10018,356.21,2025-07-09,debit
58171,10327,124.56,2024-08-12,credit
58172,10449,267.49,2025-11-09,debit
58173,10383,27.42,2026-01-24,credit
58174,10097,143.53,2025-12-31,debit
58175,10001,65.44,2025-08-23,credit
58176,10216,35.15,2025-05-14,credit
58177,10132,111.12,2024-08-04,debit
58178,10260,28.09,2024-07-05,debit
58179,10125,240.12,2024-10-30,debit
58180,10082,121.85,2024-05-31,credit
58181,10283,151.49,2025-04-12,credit
58182,10171,31.65,2026-02-07,debit
58183,10059,30.11,2024-04-16,debit
58184,10032,175.13,2024-06-20,debit
58185,10161,840.07,2024-11-28,debit
58186,10284,20.24,2024-05-08,credit
58187,10106,67.3,2025-12-15,debit
58188,10105,407.21,2026-01-26,credit
58189,10439,15.0,2025-07-13,credit
58190,10228,417.31,2024-08-13,credit
58191,10188,148.59,2024-07-16,debit
58192,10070,104.94,2026-03-13,debit
58193,10318,74.12,2024-09-05,debit
58194,10464,70.51,2026-01-20,credit
58195,10290,73.0,2025-10-04,debit
58196,10087,432.22,2024-04-07,debit
58197,10370,257.32,2025-12-20,credit
58198,10362,221.56,2026-02-07,debit
58199,10472,320.64,2024-06-16,debit
58200,10056,59.44,2026-02-09,debit
58201,10113,192.49,2024-04-06,debit
58202,10013,123.26,2025-12-13,debit
58203,10440,305.06,2025-12-03,debit
58204,10018,74.0,2024-08-18,credit
58205,10182,206.1,2024-04-23,credit
58206,10461,427.77,2025-02-02,debit
58207,10113,102.88,2024-08-11,credit
58208,10229,13.79,2025-10-03,debit
58209,10171,145.16,2025-05-24,debit
58210,10295,84.92,2024-06-18,credit
58211,10189,223.09,2026-02-25,debit
58212,10426,603.32,2025-03-24,debit
58213,10465,132.95,2025-05-15,debit
58214,10079,125.54,2025-03-31,debit
58215,10146,212.6,2024-07-16,debit
58216,10407,21.85,2024-08-19,credit
58217,10182,58.47,2026-02-04,debit
58218,10499,502.61,2025-09-11,credit
58219,10286,221.7,2024-12-05,debit
58220,10250,2.71,2026-03-16,debit
58221,10354,45.79,2025-01-16,debit
58222,10314,229.67,2024-08-19,debit
58223,10196,289.12,2024-05-24,credit
58224,10323,366.34,2025-03-24,debit
58225,10071,69.11,2025-03-03,debit
58226,10248,534.81,2025-03-25,debit
58227,10146,161.02,2026-02-07,debit
58228,10106,238.5,2024-03-30,debit
58229,10263,181.63,2024-12-21,debit
58230,10296,26.19,2025-01-20,debit
58231,10070,659.99,2026-02-19,debit
58232,10470,26.22,2024-05-31,credit
58233,10193,58.84,2024-12-07,debit
58234,10068,336.0,2024-10-31,credit
58235,10494,192.78,2024-05-05,debit
58236,10305,364.22,2026-02-08,debit
58237,10052,145.03,2025-07-08,debit
58238,10370,94.64,2024-09-02,debit
58239,10363,509.81,2025-08-13,debit
58240,10285,7.39,2025-07-07,debit
58241,10405,387.77,2025-11-01,debit
58242,10474,52.49,2025-12-19,credit
58243,10334,377.75,2024-03-30,credit
58244,10009,29.98,2026-02-21,credit
